start,end,regularity,ta,tbs,quality
0.5469798657718119,0.22693452380952384,0.9603960396039604,0.5965055583869159,0.025975874461801232,0.8494623655913979
0.6946308724832213,0.22916666666666669,0.9207920792079208,0.4732064108202956,0.019891114827598477,0.7526881720430108
0.6963087248322148,0.234375,0.9405940594059407,0.4611541245162446,0.020318115503682885,0.7634408602150538
0.9194630872483223,0.34077380952380953,0.801980198019802,0.4179902306433859,0.021011991602320035,0.6989247311827957
0.6442953020134228,0.23586309523809523,0.5841584158415841,0.5065474237336257,0.0227022026118208,0.7096774193548387
0.6409395973154361,0.21949404761904762,0.7722772277227723,0.4650125316782675,0.02126107533003594,0.7634408602150538
0.6359060402684564,0.22172619047619047,0.9801980198019802,0.5382128919203838,0.021652492616446646,0.8279569892473119
0.7013422818791946,0.24404761904761907,0.9504950495049506,0.48784182857781166,0.021047574991993737,0.8709677419354839
0.8104026845637584,0.3229166666666667,0.8316831683168318,0.5539723209319752,0.02389424616588976,0.6881720430107527
0.6577181208053693,0.22619047619047622,0.7326732673267327,0.4512893549385518,0.021172116855851686,0.7096774193548387
0.6275167785234901,0.20684523809523808,0.8217821782178218,0.4809767494897734,0.02053161584172508,0.7204301075268817
0.6711409395973154,0.22023809523809523,0.8613861386138614,0.4633974927334884,0.019997864996619576,0.7311827956989247
0.6157718120805367,0.22693452380952384,0.9405940594059407,0.5425344010276675,0.023022453118884102,0.913978494623656
0.5721476510067114,0.22842261904761907,0.9504950495049506,0.5553965339495615,0.20069031775966978,0.7096774193548387
0.7231543624161074,0.24851190476190477,0.9108910891089109,0.4770927437277612,0.020549407536561932,0.8387096774193549
0.6208053691275168,0.265625,0.8910891089108911,0.5990188754767739,0.02650962530690673,0.9677419354838711
0.6325503355704698,0.22767857142857145,0.8811881188118812,0.5050627049342465,0.022364160409920647,0.7311827956989247
0.651006711409396,0.22767857142857145,0.9306930693069307,0.5135428229670639,0.02154574244742554,0.8279569892473119
0.5536912751677852,0.2544642857142857,0.9207920792079208,0.6313708515723359,0.02828879479059175,1.0000000000000002
0.6224832214765099,0.20535714285714285,0.900990099009901,0.46612490720507505,0.020602782621072485,0.7311827956989247
0.5604026845637584,0.27157738095238093,0.8514851485148515,0.6061888106192302,0.36780770736220336,0.8602150537634409
0.7600671140939599,0.3043154761904762,0.8217821782178218,0.565105384781865,0.024250080062626765,0.7956989247311829
0.8187919463087248,0.2916666666666667,0.8415841584158416,0.452697277937963,0.02065615770558303,0.7526881720430108
0.6006711409395971,0.24404761904761907,0.8118811881188119,0.6048413934016118,0.025281998363164075,0.7419354838709677
0.6140939597315436,0.21949404761904762,0.8712871287128713,0.5501046051881382,0.16886097569654485,0.8602150537634409
0.6258389261744965,0.234375,0.8811881188118812,0.5533393373686036,0.023253745151763157,0.8387096774193549
0.5469798657718119,0.21205357142857145,0.9306930693069307,0.5194584267100447,0.024481372095505813,0.8924731182795699
0.6879194630872485,0.22693452380952384,0.900990099009901,0.48004356416289085,0.01992669821727218,0.6559139784946236
0.7181208053691273,0.2619047619047619,0.8910891089108911,0.4562252304455786,0.37556488631107,0.8494623655913979
0.5436241610738253,0.3035714285714286,0.8514851485148515,0.6724100616460831,0.0333772195139309,0.8709677419354839
0.5805369127516777,0.22693452380952384,0.8415841584158416,0.4568861397543931,0.024552538874853216,0.6344086021505376
0.6375838926174495,0.20461309523809523,0.8415841584158416,0.4592225937897797,0.01998007330178273,0.6236559139784946
0.6107382550335569,0.24181547619047622,0.8811881188118812,0.549120222661277,0.02462370565420062,0.8494623655913979
0.7315436241610738,0.21205357142857145,0.8910891089108911,0.3999152919054899,0.3520798491264278,0.6989247311827957
0.6359060402684564,0.16815476190476192,0.8613861386138614,0.43264193841907705,0.01654627619827065,0.6666666666666666
0.6023489932885906,0.21949404761904762,0.9306930693069307,0.5345709092855432,0.022826744475678756,0.5913978494623656
0.6308724832214763,0.22023809523809523,0.9504950495049506,0.45357461177395975,0.02168807600612034,0.6559139784946236
0.6241610738255035,0.21949404761904762,0.9702970297029703,0.4938714624480174,0.02197274312350994,0.6881720430107527
0.7483221476510065,0.30282738095238093,0.900990099009901,0.5510982962968134,0.02460591395936377,0.8602150537634409
0.9446308724832213,0.29017857142857145,0.8514851485148515,0.42676356900335344,0.015087357221648936,0.6559139784946236
0.6493288590604025,0.24255952380952384,0.7425742574257426,0.5302982702327844,0.023075828203394655,0.6236559139784946
0.6795302013422817,0.20089285714285715,0.7821782178217822,0.42501355562226706,0.017809486531687006,0.6881720430107527
0.424496644295302,0.171875,0.8217821782178218,0.5810672754479174,0.02590470768245383,0.8602150537634409
0.4278523489932886,0.15327380952380953,0.8514851485148515,0.5250621929622468,0.02389424616588976,0.9354838709677419
0.41778523489932873,0.1644345238095238,0.9702970297029703,0.5138546604578427,0.3631462833149486,0.8172043010752689
0.38590604026845643,0.13690476190476192,0.9504950495049506,0.5790636032123916,0.024161121588442518,0.9892473118279571
0.31543624161073813,0.0,0.8613861386138614,0.33576752747776994,0.014073230615948474,0.49462365591397855
0.5503355704697985,0.21726190476190477,0.6732673267326733,0.5720984568698497,0.02489058107675337,0.5483870967741935
0.5956375838926173,0.21949404761904762,0.6831683168316832,0.464689058460221,0.023182578372415753,0.7634408602150538
0.7332214765100669,0.2849702380952381,0.7128712871287128,0.5147622471847358,0.023556203963989608,0.8494623655913979
0.8305369127516777,0.32514880952380953,0.801980198019802,0.5863219698820836,0.023271536846600008,0.8709677419354839
0.6728187919463089,0.22693452380952384,0.7623762376237624,0.4390764955982045,0.2202078069956944,0.6989247311827957
0.5083892617449663,0.21577380952380953,0.7623762376237624,0.5844974878464829,0.026491833612069887,0.8279569892473119
0.6208053691275168,0.2232142857142857,0.8118811881188119,0.5044367028072356,0.0224531188841049,0.5053763440860215
0.6325503355704698,0.2254464285714286,0.9108910891089109,0.5312500727232955,0.022168451766715294,0.913978494623656
0.6224832214765099,0.171875,0.8910891089108911,0.38283869856717656,0.017453652634950002,0.6344086021505376
0.5486577181208054,0.22693452380952384,0.8415841584158416,0.5868804847909409,0.025833540903106432,0.8602150537634409
0.6677852348993287,0.22395833333333331,0.8712871287128713,0.46950857669456914,0.020460449062377685,0.6989247311827957
0.6728187919463089,0.22395833333333331,0.9108910891089109,0.5169311467474652,0.020318115503682885,0.8279569892473119
0.6275167785234901,0.22767857142857145,0.9504950495049506,0.49211214048511676,0.022613244137636546,0.7849462365591399
0.7164429530201342,0.29464285714285715,0.9207920792079208,0.5854097288642832,0.025246414973490373,1.0000000000000002
0.837248322147651,0.34226190476190477,0.8118811881188119,0.5978692656227093,0.024677080738711173,0.8817204301075269
0.6795302013422817,0.22842261904761907,0.6633663366336634,0.4553711680641175,0.18880546560865388,0.8064516129032259
0.6946308724832213,0.234375,0.8217821782178218,0.44204360605150905,0.2188200547984201,0.7311827956989247
0.7365771812080535,0.23511904761904762,0.8712871287128713,0.44709816597666807,0.01862790449418212,0.7634408602150538
0.6426174496644297,0.2388392857142857,0.9504950495049506,0.49623118793793974,0.022986869729210407,0.7849462365591399
0.651006711409396,0.3348214285714286,0.900990099009901,0.7535878765030452,0.03184713375796178,1.0000000000000002
0.7164429530201342,0.2879464285714286,0.8613861386138614,0.5442867415542074,0.18106607835462404,0.9354838709677419
0.5100671140939599,0.22619047619047622,0.801980198019802,0.5975527738410235,0.23378287015621108,0.7956989247311829
0.5553691275167787,0.22693452380952384,0.8415841584158416,0.5384479336111946,0.025620040565064228,0.8494623655913979
0.7231543624161074,0.3013392857142857,0.801980198019802,0.5896241892807026,0.025602248870227377,1.0000000000000002
0.7432885906040267,0.22098214285714285,0.8415841584158416,0.4454435655591782,0.017044443653702453,0.7526881720430108
0.9932885906040267,0.33407738095238093,0.7128712871287128,0.4546148457917065,0.017240152296907806,0.7526881720430108
